# #Freq[Hz], #Gain_mean[a.u.], #Gain_std[a.u.], #Phase_mean[rad], #Phase_std[rad]
4.010417045209329672e+02,3.186611513184345768e+02,8.374417880419979809e-01,-2.671050701566354824e-01,1.478385967519888237e-03
4.090805545909651642e+02,3.183364492274877762e+02,5.082267800602774388e-01,-2.734166573200952355e-01,1.613699084907785353e-03
4.172805427913222047e+02,3.178011827147056465e+02,8.958439978216153898e-01,-2.798016176065186711e-01,1.474516356449298181e-03
4.256448991234103119e+02,3.172222810835951350e+02,5.815184130904673676e-01,-2.830477427450514005e-01,1.098418514935818038e-03
4.341769183337685831e+02,3.167567993005232552e+02,4.736637283468909665e-01,-2.887055781758491313e-01,2.820654622745403552e-03
4.428799612118730238e+02,3.160232830350022368e+02,6.717123909242781465e-01,-2.953967182125673552e-01,2.455454278891991242e-03
4.517574559139694657e+02,3.155179087815828893e+02,8.678242406115731500e-01,-3.011051314206112939e-01,2.173378310914038554e-03
4.608128993134281473e+02,3.148866464159534644e+02,7.403458979345398649e-01,-3.055778672229887416e-01,1.805694654283288621e-03
4.700498583781788398e+02,3.142440031071686235e+02,6.819500659828049427e-01,-3.110587169119323203e-01,2.376043182903586799e-03
4.794719715757477729e+02,3.133963781305032512e+02,7.670202775512728888e-01,-3.164429020531700498e-01,1.413335440614320575e-03
4.890829503064627488e+02,3.131040851367869209e+02,7.362218679847879477e-01,-3.221573444667675257e-01,2.068358724770706300e-03
4.988865803653851003e+02,3.126517143698492873e+02,6.260346850683085052e-01,-3.288873098675016982e-01,2.039319152489252069e-03
5.088867234335463650e+02,3.119494743607013447e+02,4.353435175526254031e-01,-3.356932790097957309e-01,1.672259912675877090e-03
5.190873185990770935e+02,3.110765632559020446e+02,7.051391574405752039e-01,-3.409709415362222051e-01,1.439253774374009290e-03
5.294923839088257864e+02,3.099530559427094545e+02,2.653689702602276546e-01,-3.474663409173918693e-01,1.650722371948483381e-03
5.401060179510803891e+02,3.096721198047270036e+02,7.101183042339072049e-01,-3.534229341738854835e-01,2.334246036394174890e-03
5.509324014700155203e+02,3.088269635277803786e+02,5.611368879122662356e-01,-3.616759039931735087e-01,1.173123203955279189e-03
5.619757990125004881e+02,3.079256368891521447e+02,7.245980472984444587e-01,-3.679788497513160062e-01,1.567058778813597677e-03
5.732405606079181553e+02,3.069963400984138389e+02,3.928551456003617770e-01,-3.735629581017131939e-01,1.554643569013333063e-03
5.847311234816553451e+02,3.062853184490172680e+02,4.475299573009520748e-01,-3.794210047410692122e-01,2.822589569591263392e-03
5.964520138029396321e+02,3.056542934088094512e+02,6.210789741850516466e-01,-3.871468810556740192e-01,1.918101045936664376e-03
6.084078484677121423e+02,3.045362447371318240e+02,7.931173446138103378e-01,-3.945267271309186308e-01,1.610286186471622267e-03
6.206033369172375842e+02,3.037452869554411450e+02,5.860561782310012013e-01,-4.012806246688013223e-01,3.041259995937206119e-03
6.330432829931679635e+02,3.025308967832237386e+02,6.502210598133144615e-01,-4.079203281452127294e-01,3.332220867874227666e-03
6.457325868297909892e+02,3.015542004241336826e+02,7.132490208380335428e-01,-4.173732427379620025e-01,1.851491165020294118e-03
6.586762467842086153e+02,3.008692919597200444e+02,6.273963415849997949e-01,-4.220147434661958852e-01,1.140230238570118411e-03
